month,z_systematic,gdp_growth,cpi_yoy,repo_rate,unemployment,default_rate
2016-07-01,-0.2289395520284278,0.030649796154732484,0.02487496219513818,0.05410171333656305,0.06149370114106822,0.053904375613478994
2016-08-01,-0.3808593576850513,0.035090049281630356,0.024737593569459482,0.05220982251872652,0.06473172721007366,0.05665213524414825
2016-09-01,-0.49936387131468807,0.037153380694271376,0.021853706819590837,0.05158240173185092,0.06388626308060259,0.05888636846219635
2016-10-01,0.4459980552593449,0.013355266355910085,0.02798487800919875,0.05889056538085429,0.054382582114959103,0.04315111414372746
2016-11-01,-0.042347293196154545,0.024353631795314214,0.023543620931077272,0.053537053315046115,0.05860519370521084,0.05070142050356524
2016-12-01,-0.8962315729269292,0.04474177084239859,0.02085621309345587,0.04631774237658323,0.0702283087157952,0.06698358186687553
2017-01-01,-0.5155669025174471,0.030218302244096166,0.021023627061543267,0.04891432622304273,0.06557116367643633,0.059198199398023996
2017-02-01,-1.555281203289113,0.05843731049872936,0.018120051518137944,0.039364129526002725,0.07782284937359636,0.08274106540448559
2017-03-01,-1.098816712927144,0.04445798459353789,0.019545300946826598,0.04388278877713908,0.06631142276868414,0.07150499430731026
2017-04-01,-0.3391072923007621,0.03051681891436194,0.02201516103233462,0.052160129855463824,0.06165877786708648,0.055884113905461996
2017-05-01,-0.23272256692584742,0.03398447114126442,0.024370763266034958,0.05414165717016522,0.06300500037121733,0.053971247200118706
2017-06-01,-0.1810767626777644,0.028428086590074616,0.0257311473336957,0.054606525743417234,0.06527094030568757,0.05306503654378339
2017-07-01,-1.2726965538794663,0.04954829364234643,0.018627634748017204,0.04323400608948483,0.07134855506083579,0.07560871052135697
2017-08-01,-0.7127402160462393,0.0400990436304564,0.02138062650662112,0.04767624785934271,0.0636707679197991,0.06311875835855037
2017-09-01,-0.35223126085135503,0.031762790515559136,0.023234843018875007,0.05216047749424781,0.062414053759510695,0.056124465212324524
2017-10-01,-0.9263837757870595,0.041649948452758115,0.020478474485454635,0.04536403994066791,0.06916362424210248,0.06763932245956959
2017-11-01,0.3111368903557642,0.019526834828993974,0.027790774679617915,0.05719934340244025,0.058557998366827506,0.0451217281958636
2017-12-01,-0.4242993981225127,0.03989647746424046,0.024154763360344944,0.04922633922543873,0.06654065732797439,0.057461730332577884
2018-01-01,-1.2630492174424421,0.05301987655605914,0.01656000669788936,0.04180154906945324,0.07411093624686413,0.07537546688636695
2018-02-01,-2.0065211474048192,0.06644414014895407,0.016160601425002252,0.035459108063720796,0.07995221814415843,0.09540471324421528
2018-03-01,-1.5909329188972725,0.05759051099639685,0.016826435584807377,0.03980230308862377,0.08012185358878686,0.0836832204071493
2018-04-01,-1.0869171475369148,0.049131710160075386,0.02121723971805735,0.04419113762441248,0.06958336586855088,0.07123180063598186
2018-05-01,-0.6269980670154784,0.039412225735659064,0.02231028594608902,0.04933818473075636,0.06635046414972666,0.06138496550741504
2018-06-01,-0.6871464416309019,0.03617272204122626,0.022511875734757946,0.04757465637775896,0.06812519645771159,0.06259649905386723
2018-07-01,-0.9966884154244455,0.046454942235593745,0.01948652738425614,0.04674272253509069,0.06904119505170246,0.06919147143079013
2018-08-01,-0.3338302122351335,0.03183331800917187,0.021975256637342334,0.0518359822027584,0.0629760312345855,0.055787743115862036
2018-09-01,-0.7607361323970863,0.045362292694071465,0.02142086363775914,0.0470903189044786,0.06896795692873298,0.06410912025885268
2018-10-01,-1.274001019206577,0.04984679228558165,0.019579182600882376,0.042957318683987666,0.07105141545626337,0.0756402993939228
2018-11-01,-0.24847719824399428,0.033724829358135776,0.024478401996098947,0.052383005942208745,0.06221371527559377,0.05425058071035959
2018-12-01,-0.10111742911662802,0.023555294058819815,0.025261908616483152,0.054354761206982315,0.06080558110953227,0.05169030585436648
2019-01-01,0.17831549917173733,0.022372428041343942,0.02610157864196803,0.05831448751324431,0.06280086945750461,0.04714614562403834
2019-02-01,0.4868647868918664,0.013128381946875515,0.028137537280667247,0.05907863686860901,0.05686655465520002,0.04257036449289568
2019-03-01,0.07500341956386869,0.020867795189100927,0.024532337908006664,0.05549921267777079,0.0580190610393448,0.048780188042520656
2019-04-01,-0.2330716866497413,0.03201740190736078,0.023674122004147542,0.05252079391910363,0.06394760680993429,0.05397742245980583
2019-05-01,0.16586257636631224,0.018733320070828303,0.024253587237207896,0.05674194607185634,0.0563975445222532,0.04734031599907078
2019-06-01,-0.20674311203968995,0.02872053338579393,0.023894607916338365,0.05489213033477089,0.06304576107745641,0.05351358532579955
2019-07-01,0.019416890662816377,0.022505710228152367,0.024768766363487432,0.05615562185443553,0.05671522783482441,0.04968147043323896
2019-08-01,-0.033669241580199946,0.02686114743422894,0.024867285645263755,0.05603255754048967,0.061924005711389424,0.05055692667695695
2019-09-01,-0.6837847269768917,0.03950855055213161,0.02260755030517791,0.045621066258349385,0.06667565730373341,0.06252820122841868
2019-10-01,-0.01551285866846519,0.018815913910349848,0.02496789624668086,0.055404567767030274,0.05770008981247525,0.050255874207328556
2019-11-01,-0.7215593593260395,0.04153505018713568,0.01846601806341667,0.04812435412796595,0.06820255110366628,0.06329965883449394
2019-12-01,-0.44911759296945697,0.03215418727010887,0.024109173270365287,0.05111640163517546,0.06631977209488783,0.05792913312020171
2020-01-01,-0.3224525008734069,0.03747246278522431,0.02352306077606226,0.05185849416324225,0.06415718359396597,0.055580493514945324
2020-02-01,0.4386741688129359,0.018879243410680653,0.02795336045619927,0.05877905198590416,0.056129342728331366,0.04325598891459008
2020-03-01,-0.2648545378765655,0.0331670452631856,0.022864695364898338,0.05313644402472089,0.06024278406951988,0.054542399294681305
2020-04-01,-0.5106418161612168,0.028155176395501923,0.02325738294480207,0.04975968242375678,0.06686559135898876,0.05910325168347874
2020-05-01,-0.4636820525727293,0.03953477943635494,0.024199517108090922,0.05042192558997312,0.0605513650288546,0.058205085661146065
2020-06-01,-0.2714797571424855,0.03063084447058491,0.022004798580557282,0.051744343348691615,0.06176699891445789,0.054660870064361475
2020-07-01,0.26046762334177886,0.01588964929225633,0.027515655670567997,0.0574612691709064,0.06144345916292575,0.04588405140893095
2020-08-01,0.37947831750372485,0.018407134378016273,0.025942514458426612,0.059392251350946196,0.05365482012711449,0.044112622910590975
2020-09-01,0.3172559742184534,0.022550966303114393,0.02579695492011749,0.05906056712297545,0.05350000116743928,0.045030486772389744
2020-10-01,0.8193905637940778,0.003985247138347032,0.029080380287575862,0.06322049249538794,0.050145612366654185,0.03811510260848317
2020-11-01,1.8083473995264803,-0.007959494333877222,0.036113986802078585,0.07323049435723966,0.04280792501531544,0.027361677563677276
2020-12-01,0.7011391467379748,0.010094653692954127,0.02667616348883045,0.06186814904536478,0.05297376007259397,0.03964566502423848
2021-01-01,0.5577506947332821,0.012251859763709197,0.0271303616791771,0.06153794233975089,0.05652034118485592,0.041580690442339474
2021-02-01,0.8640024985787829,0.006550191048972723,0.029343575563785,0.06326069350665445,0.051596548595949775,0.03755254846983984
2021-03-01,0.738360459617036,0.007874399269939655,0.02932654909695248,0.062146564060064136,0.050699600321584284,0.03915764987814536
2021-04-01,1.3797391395716763,-0.0019367837789926855,0.031766587432311734,0.06896382983419411,0.048152592069661895,0.03160286035364891
2021-05-01,0.9199964836208514,0.007401632747937916,0.03001221453141763,0.06382489313333689,0.04982966466289841,0.03685775348294796
2021-06-01,0.1782951632709815,0.024556432604468045,0.02483547303888654,0.05713638280685194,0.05965823248857157,0.047146462090659806
2021-07-01,0.6214170320520574,0.01674502582989455,0.028863701115862037,0.06293354889279204,0.05664034751769669,0.04071060576552101
2021-08-01,-1.0279611873440095,0.04468167395799609,0.02089940122081954,0.0447705928565139,0.07140842096151268,0.06989243793671016
2021-09-01,-1.0840362883307137,0.04990235236738106,0.018456452817519627,0.04570628036994779,0.0735237671999278,0.07116580608341087
2021-10-01,0.434114754291831,0.012973477643358893,0.026362397283905555,0.060345331405465746,0.053432144952787364,0.04332140055172728
2021-11-01,0.3617257774242203,0.01969399835161245,0.027189246049366192,0.058867488426566014,0.05570142750660999,0.04437266200065499
2021-12-01,0.48615095125120006,0.012121095146182492,0.02774762397324799,0.06063117333096431,0.05565098767780771,0.04258044429975557
2022-01-01,-0.13446258183354565,0.026099656195130574,0.0248418050061844,0.05518497076070302,0.059199870501566464,0.0522594635287527
2022-02-01,-0.12032283856609985,0.029234216820270983,0.02315562656708597,0.05301349939187846,0.06395963979869362,0.05201739726007234
2022-03-01,-0.17446763393539308,0.026384007751003014,0.023716750180868704,0.05404212849707774,0.06432081441297374,0.05295011032895244
2022-04-01,0.8825109315789375,0.008838071063289115,0.028903884367402786,0.06515400492074458,0.05226650190816764,0.03732150725409318
2022-05-01,0.15046345682195328,0.01778312412975244,0.027100592023107144,0.05583480452962274,0.05984165019524019,0.04758147549503987
2022-06-01,-1.3985992399883989,0.050943997542772464,0.017897104466543245,0.0424474845987827,0.07391159188866914,0.07871396368327753
2022-07-01,-0.8952212737132944,0.044509125341083776,0.02000168594710488,0.04679335385439942,0.06705391719420638,0.06696171268803798
2022-08-01,0.13633167627753218,0.02670109224499328,0.024755061760040047,0.05562664617353764,0.057612845376789394,0.04780381431939962
2022-09-01,-0.26970071424568565,0.027058210336625175,0.02363758299913803,0.052845655253010757,0.06238292005391474,0.054629033805495386
2022-10-01,-1.2187017380828626,0.054012251641281386,0.02009212113571623,0.041461291808744465,0.07282113416130667,0.07431175823892752
2022-11-01,-1.5650134065906065,0.05710491576587921,0.015597920316911606,0.038191237157727674,0.07557392035231836,0.08299729294249895
2022-12-01,-1.0135474230746537,0.051905086839431715,0.02003396392153992,0.043414733339687955,0.07086918341604578,0.06956854697458681
2023-01-01,-1.1200801846028845,0.04655105930811709,0.01989814615737997,0.044126768082953155,0.06880840657189582,0.07199557638902195
2023-02-01,-0.8727567460253252,0.04101218225618206,0.02262646449276099,0.04595351073263796,0.06744612659684696,0.06647714919624496
2023-03-01,-1.9948395105550283,0.06587412172817596,0.015697466718993885,0.03434198153024367,0.08046988425713293,0.0950560489970293
2023-04-01,-1.8820712785372882,0.05952152231354048,0.01693967462764077,0.03569763816001754,0.08089176586217206,0.09174848508484641
2023-05-01,-1.07211058385116,0.04683821408867816,0.01967035590421948,0.04423944294607294,0.06773451589829466,0.07089321295419249
2023-06-01,-1.0032516636488436,0.04490676867614673,0.01856899308374328,0.04467405890515605,0.0708785746255185,0.06933804233776145
2023-07-01,-1.3658245835329421,0.056204104055948695,0.01672304387285864,0.04087941686362488,0.07528039461539669,0.07789455965527091
2023-08-01,-0.5140983522069653,0.03630455454242439,0.021690268584366228,0.05005914267604704,0.06521203306051432,0.059169873172875934
2023-09-01,0.13155948665863537,0.01874096124807458,0.02577974307183788,0.055393630304861614,0.0590399388178508,0.04787911900132299
2023-10-01,-0.15072524015949562,0.02421975391641964,0.023941748130294028,0.05298435055023555,0.06092190074064981,0.05253918915036187
2023-11-01,-0.5285882803870269,0.032803433788598645,0.02187110358924648,0.050918334710673224,0.06540847442737414,0.05944991947132357
2023-12-01,0.2800633672575088,0.013413447634974582,0.028209667333307396,0.05818721908218688,0.0566691196675345,0.04558778874345371
2024-01-01,-0.07840996113181573,0.020328995512941112,0.022177851274233204,0.05243126174836105,0.05804651081964624,0.05130607912725225
2024-02-01,-0.15257726018505652,0.034246224748125366,0.02316362043558056,0.0550716695894646,0.064366440968521,0.05257113434950264
2024-03-01,0.8684701046387879,0.005223459354477558,0.03174016685651284,0.0628599991255544,0.05213888305508916,0.037496653704292025
2024-04-01,0.7975492106021627,0.012834832513917788,0.02928322127857117,0.06467652650605749,0.05120600165740215,0.038393463777126775
2024-05-01,0.36555810037088204,0.015544246288237173,0.02613536087855623,0.058790861428657054,0.059129767554845954,0.04431640273031545
2024-06-01,-0.7945806660950429,0.03972937417522114,0.01987846602038452,0.04806452493488512,0.06761303170468562,0.06481616078860086
2024-07-01,-0.6161909720070077,0.03234991056058735,0.022715495518498878,0.04708595962120692,0.06761562992315737,0.061169619876163775
2024-08-01,-0.5405775159162597,0.03953911704135598,0.022986507286581064,0.04884315860937925,0.06235907619928051,0.05968257321067409
2024-09-01,-0.775574809435447,0.03938773956598765,0.02192400589859079,0.046620032410868734,0.06679716799331072,0.06441822384943457
2024-10-01,-0.11140897324744892,0.032145053571309055,0.023119331212840058,0.05334085065316663,0.06342493293501719,0.05186534076164226
2024-11-01,-0.7994046875533118,0.038958016467428414,0.021122868607221235,0.04623568566410928,0.07106683708255215,0.06491752764930411
2024-12-01,-1.5101057658633692,0.05900397408026293,0.01721084170235856,0.039279227360710836,0.07897274387137329,0.0815610963602156
2025-01-01,-0.6415751161587422,0.04222861220496245,0.022222767049358348,0.048475121217614964,0.06941693613243721,0.0616765549537334
2025-02-01,-0.343186505084371,0.027480337829943673,0.02163679560095387,0.05096479737846868,0.06716067291002735,0.05595871637802801
2025-03-01,-0.9160160250115243,0.0446856386749608,0.021003482090267166,0.045700215476702555,0.06803761409795622,0.06741317899323285
2025-04-01,-1.1975815924567694,0.04594830528830811,0.02054503001314074,0.04336546257286998,0.06945137411049344,0.07381004287019506
2025-05-01,-1.2410275949959866,0.04644790031515231,0.017396288772910478,0.04081918219232973,0.06792834557739115,0.07484552438992347
2025-06-01,-0.8429740314437861,0.04223301099229728,0.021652754496347116,0.04633884226358551,0.0688547776865685,0.06583975180379574
2025-07-01,-0.8979714381575643,0.04536754594320718,0.022185313544242947,0.04505149470259589,0.06872889349317243,0.06702125894626193
2025-08-01,-0.019826101031090282,0.02938979778630223,0.025782098380607354,0.05470688576357781,0.06342225082140417,0.050327238306820885
2025-09-01,-1.074416383347664,0.04549839168468444,0.019566905045209842,0.044868863397797096,0.07052176011458454,0.07094584270478817
2025-10-01,-0.48320572221742286,0.03759953449320918,0.022704161807730026,0.04876987769729378,0.06825714267322393,0.05857693522623306
2025-11-01,-0.5620585017578206,0.037910629596894806,0.021643123609075932,0.04899405889651059,0.06275970831139469,0.06010155017867308
2025-12-01,-0.044409929329181974,0.025865446453544112,0.02499102713461851,0.0554781744211456,0.06415023512292173,0.0507358218649027
2026-01-01,1.2003611313641296,-0.0017904060797141763,0.029941162778851588,0.06805310512832867,0.04809053930948537,0.033560910196214766
2026-02-01,1.0705250345671091,0.003713589162198697,0.030399125364216288,0.06517995649613775,0.05223292362828681,0.03505070835585723
2026-03-01,1.1131257793729337,0.013127554036714761,0.029707496338544238,0.06702715601509435,0.0510570082914423,0.034554993902135914
2026-04-01,1.498582811848105,-0.007729237814442234,0.031018292964876445,0.07028413143676815,0.04355037257561754,0.030366937101246976
2026-05-01,0.6174271895642681,0.012146000676824217,0.029597041862407282,0.061232538466907245,0.05585651049626012,0.040764616401027284
2026-06-01,1.0065396195877447,0.0022252489813120034,0.028150886251339127,0.06456629674543783,0.048993745067925566,0.03580815817732762
2026-07-01,1.4025270543896295,0.0010114426052092694,0.0338135235764615,0.06930036282980757,0.04799404769116431,0.03136216372544556
2026-08-01,1.1963120653821235,0.006408054891972376,0.02877128806322002,0.067644883321269,0.0494601476973437,0.03360643392759182
2026-09-01,1.4657484609573224,-0.00035723706076648803,0.03327127902021723,0.06899730914191851,0.046443160933001604,0.030703641535635418
2026-10-01,1.3929013810765971,0.002999121595105913,0.03215033352498629,0.06940020526144434,0.04601763195144431,0.03146361744215867
2026-11-01,0.8443061635429892,0.007875406087289812,0.02757985076864176,0.062294230177291555,0.051341123432290386,0.03779992773033024
2026-12-01,0.1022325365530995,0.027906022419583718,0.024993191694480416,0.054846437722267945,0.05936959087708577,0.04834437436965991
2027-01-01,0.7712554721747422,0.007116438764933713,0.02781981801357325,0.06326265823802894,0.04779459541934053,0.03873115866847565
2027-02-01,1.746295027185137,-0.00533648082523333,0.03276270428574448,0.07224562374584842,0.044748143593862054,0.027939588689078376
2027-03-01,1.1147844605511497,0.007100805133670123,0.03146282325042401,0.06534184712522735,0.04896746919965054,0.034535830361244746
2027-04-01,1.2449080842752047,-0.0017693340700668506,0.030029358369136453,0.067797984079353,0.04825170530016233,0.033063982168918045
2027-05-01,0.4791662089923643,0.018195748414903658,0.025442947349570207,0.060500228062846044,0.053635320835412226,0.04267919364096935
2027-06-01,0.27590919321032803,0.01625580802765948,0.02750574708802729,0.05781079837153828,0.05811117256434838,0.04565044202717873
2027-07-01,0.09979918103131524,0.018814801934363884,0.02589038898145954,0.057466452277692065,0.05834907346545475,0.04838317040101761
2027-08-01,-0.3947415538026391,0.028731767270095264,0.02302506158945686,0.05037151337910169,0.0673571354836091,0.05690968612015122
2027-09-01,-0.204293096838698,0.025773195468187987,0.02368794586626483,0.0523096288995763,0.05951139868296953,0.05347061454250574
2027-10-01,0.534929239614959,0.010874930205721275,0.028376919156201434,0.06126964285188539,0.05738887565178395,0.04189688596054612
2027-11-01,0.88949549604,0.006840592296829448,0.029821184900374106,0.06289761494414352,0.049775778279726186,0.03723467435898866
2027-12-01,0.5812874259936587,0.018516591709538517,0.02778746868684428,0.06152577580075836,0.05516927266095085,0.04125697649797587
2028-01-01,1.4018788803237672,-0.003840629667429341,0.031407689218163164,0.0674173028735709,0.045731474525362616,0.031368985469477896
2028-02-01,1.39696941039572,-0.005514669419332834,0.033074862823745624,0.06798318672398503,0.0443574658933736,0.0314207021016032
2028-03-01,2.264407738002293,-0.018309831418747972,0.03779474792562378,0.07747217947440037,0.033514027407731885,0.02345693120956144
2028-04-01,1.249453603622789,-0.0007784404553715424,0.03172224497459198,0.06709174706666092,0.04922879320577997,0.033013677563741343
2028-05-01,2.816312336426735,-0.031107293262279005,0.042117374763139453,0.08468334548453209,0.028659355143863266,0.019454356037248297
2028-06-01,2.3135719586995656,-0.02014635178821912,0.03679707745728244,0.07718629729309377,0.03618029085463788,0.023069957501350134
2028-07-01,1.3584580238150448,-0.0009234699805304742,0.03198052808577429,0.06855354111315426,0.0492609727640559,0.03182925448077317
2028-08-01,0.6584429562505255,0.00972705056786941,0.029833866486532606,0.061741372365883354,0.05631948773902854,0.040212642928430346
2028-09-01,1.1985186560321777,0.00023526163987889202,0.03129215884674456,0.06688101275693413,0.0488260877334781,0.03358161779871991
2028-10-01,1.6156502537022346,-0.004588305295206291,0.033344541361956415,0.07228715079307253,0.04084667532722234,0.029195326452263044
2028-11-01,1.898669330995927,-0.014155008146317965,0.034132000882419265,0.07342270808490926,0.04098256422985019,0.02654119821639341
2028-12-01,2.0132807295139497,-0.01604500343216639,0.03555395619345608,0.07462084165568145,0.0402359334957323,0.0255344690153407
2029-01-01,1.1504038585654282,0.002845795980066654,0.02904494878882294,0.065525327194076,0.04711608133552787,0.03412676696111408
2029-02-01,1.001340619951621,0.006171151698795323,0.029266872842980452,0.06588780450020483,0.05287867977527306,0.03587039092150501
2029-03-01,-0.31049253412167443,0.03020218186685015,0.022351242283062383,0.05215632114582777,0.06379487757120454,0.05536341921386081
2029-04-01,-0.5684774078613297,0.037988883265534505,0.01993929576261665,0.04959167794528329,0.06653116000217887,0.06022728138589406
2029-05-01,0.07527631611179197,0.023414014961184476,0.026484441869356865,0.05596803164958118,0.059252450392649425,0.04877580178124897
2029-06-01,-0.8108653281794262,0.0372364820943732,0.02060970528697094,0.04579171714089118,0.06560561035514978,0.06515894120093584
2029-07-01,0.8208187406683431,0.010463431873648007,0.028209774791464463,0.06370644127904992,0.05014789980109935,0.038096968609783274
2029-08-01,1.5174645030223586,-0.008011618311712092,0.03297274460500743,0.0704958558012871,0.04308594300827701,0.030174934831506933
2029-09-01,0.748900472774039,0.01913831170244861,0.02748022233757378,0.0639138665418432,0.05514398081514998,0.039020508056222244
2029-10-01,1.16375611940488,0.002537321074055612,0.031730853540760655,0.06706303750755663,0.04865118078429959,0.03397463337190215
2029-11-01,1.4035348509549168,-0.003965793895939623,0.033447977710412795,0.06826512373487041,0.04707781304726994,0.03135155996539291
2029-12-01,1.213913943268293,0.0032190236676204673,0.02961698500561384,0.06684423829530364,0.048895882324390336,0.03340896833044223
