loan_id,grade,reporting_date,quarter_index,macro_shock_z,origination_pd,current_pd_12m,current_pd_lifetime,stage,sicr_flag,lgd,ead,eir,ecl
85,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,35700.0,0.0985,747.8369163266345
86,F,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.75,15300.0,0.1754,499.22145201925673
89,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,25500.0,0.05,372.5618379069424
90,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,20400.0,0.0431,300.0210371410523
91,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,20400.0,0.0483,298.53280915943105
92,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,35700.0,0.128,890.1189301056826
93,E,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.65,20400.0,0.1467,591.3164253864439
94,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,20400.0,0.0784,338.5669521038609
95,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,20400.0,0.0752,339.57459184226525
98,C,Q1,0,-0.0,1.0,0.051135938536247004,0.9995,2,False,0.45,35700.0,0.0913,7442.170866286513
99,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,15300.0,0.1216,383.6563148916892
101,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,20400.0,0.0842,336.75576567866034
103,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,25500.0,0.1003,533.2953691751653
105,F,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.75,25500.0,0.1791,829.4248363206885
106,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,35700.0,0.0564,518.426639268464
107,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,15300.0,0.1266,381.95359735710855
108,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,15300.0,0.1296,380.93920217999164
109,F,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.75,20400.0,0.1773,664.5543698331599
110,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,25500.0,0.1026,532.1829264496955
112,E,Q1,0,-0.0,1.0,0.051135938536247004,0.9995,2,False,0.65,15300.0,0.1484,3864.4068356835533
113,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,20400.0,0.1224,511.17714752021686
114,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,20400.0,0.0941,429.0539400079952
115,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,20400.0,0.1167,513.7863619384717
116,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,35700.0,0.0729,595.5294547585108
121,F,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.75,20400.0,0.1737,666.5927064876707
122,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,20400.0,0.1204,512.0896379656297
123,E,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.65,20400.0,0.1544,587.3722669704048
124,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,20400.0,0.0745,339.79581307473575
125,G,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.85,25500.0,0.1978,925.3393452773031
126,A,Q1,0,-0.0,1.0,0.051135938536247004,0.9995,2,False,0.3,15300.0,0.0491,2443.1968910534033
128,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,25500.0,0.0973,534.7533898691647
129,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,10200.0,0.1222,255.63412510100312
130,F,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.75,20400.0,0.1736,666.6495054572079
131,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,10200.0,0.1283,254.2520740834403
132,C,Q1,0,-0.0,1.0,0.051135938536247004,0.9995,3,False,0.45,10200.0,0.102,2512.0559400880866
134,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,15300.0,0.1061,318.2993733134984
135,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,35700.0,0.1098,740.2224297934837
137,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,20400.0,0.1027,425.7077317155596
140,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,20400.0,0.1217,511.4961490386837
141,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,20400.0,0.0676,341.99194562458183
144,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,25500.0,0.0772,423.680144296328
145,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,10200.0,0.0956,214.23325838022433
146,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,25500.0,0.0806,422.3470770275814
149,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,20400.0,0.0812,337.6901601450274
151,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,15300.0,0.0862,252.1017776299049
153,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,25500.0,0.0705,426.33185561513733
155,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,25500.0,0.0992,533.8290526777969
156,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,20400.0,0.0487,298.4189413958536
158,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,10200.0,0.0519,148.7555584379844
159,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,35700.0,0.0931,751.5312895296022
160,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,35700.0,0.0624,601.4152409736505
161,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,15300.0,0.0983,320.55989877270383
162,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,25500.0,0.0712,426.05325936893627
163,E,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.65,25500.0,0.1457,739.7906792688261
164,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,15300.0,0.0595,258.4548851926406
165,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,20400.0,0.0957,428.42741239641106
166,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,35700.0,0.0741,594.8641206688449
173,G,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.85,20400.0,0.1949,742.0681012792057
174,B,Q1,0,-0.0,1.0,0.051135938536247004,0.9995,3,False,0.35,20400.0,0.0772,4450.731289756044
175,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,35700.0,0.13,888.5434983709824
176,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,15300.0,0.0978,320.70589981969454
177,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,20400.0,0.096,428.31014211929516
179,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,20400.0,0.0926,429.6429761694559
180,F,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.75,20400.0,0.1696,668.929428526487
181,D,Q1,0,-0.0,1.0,0.051135938536247004,0.9995,2,False,0.55,20400.0,0.1217,4725.487158058041
183,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,15300.0,0.1261,382.12318868885404
184,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,35700.0,0.1052,743.3033411009845
185,F,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.75,20400.0,0.1704,668.4721972014518
186,E,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.65,35700.0,0.1451,1036.2496321138867
188,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,20400.0,0.046,299.1892388545235
191,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,10200.0,0.0515,148.8121463822309
192,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,20400.0,0.1327,506.52885174952894
193,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,15300.0,0.0949,321.55533548457447
195,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,25500.0,0.0747,424.6657220024235
200,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,20400.0,0.0521,297.4545612031476
201,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,15300.0,0.0842,252.56682425899524
202,E,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.65,25500.0,0.1428,741.6679919831064
203,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,15300.0,0.0476,224.04921523613376
204,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,15300.0,0.0955,321.379221197682
205,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,25500.0,0.1187,641.0847751594388
207,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,20400.0,0.075,339.63776851051495
208,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,20400.0,0.0409,300.65514827729044
210,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,20400.0,0.069,341.54406094368903
212,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,25500.0,0.0813,422.07366266161523
213,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,15300.0,0.1023,319.3966586428927
214,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,20400.0,0.0509,297.794218138578
215,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,25500.0,0.0974,534.7046607467054
219,G,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.85,15300.0,0.1995,554.416740861936
220,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,10200.0,0.1261,254.74879245923606
222,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,20400.0,0.0463,299.10345392509953
223,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,20400.0,0.0785,338.5355597114544
225,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,10200.0,0.0755,169.73993544807237
227,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,25500.0,0.1025,532.2311970099178
228,A,Q1,0,-0.0,1.0,0.051135938536247004,0.9995,3,False,0.3,35700.0,0.0488,7608.788976929252
229,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,10200.0,0.0939,214.56619241372496
231,G,Q1,0,-0.0,1.0,0.051135938536247004,0.9995,2,False,0.85,25500.0,0.2039,7186.368991664219
232,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,20400.0,0.059,295.51647199417533
234,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,20400.0,0.1186,512.9136692085566
235,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,10200.0,0.0436,149.93864691540418
236,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,25500.0,0.0357,377.70583161368114
237,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,35700.0,0.0796,591.8335976383903
238,E,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.65,20400.0,0.1533,587.9324937055712
240,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,25500.0,0.0939,536.4154810343124
242,E,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.65,25500.0,0.1509,736.4481546948424
244,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,35700.0,0.1014,745.867852355918
245,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,15300.0,0.1283,381.3781111251604
247,E,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.65,25500.0,0.1559,733.2625497346605
248,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,35700.0,0.0532,520.0018056619876
249,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,35700.0,0.0691,597.6461996168799
252,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,15300.0,0.0523,223.04852027119048
255,E,Q1,0,-0.0,1.0,0.051135938536247004,0.9995,2,False,0.65,20400.0,0.1418,5254.763117944774
257,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,25500.0,0.0476,373.41535872688956
260,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,20400.0,0.0688,341.6079726317399
261,F,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.75,15300.0,0.1725,500.45620017350484
264,E,Q1,0,-0.0,1.0,0.051135938536247004,0.9995,2,False,0.65,20400.0,0.1469,5175.521241802426
265,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,10200.0,0.1219,255.70248256381652
266,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,25500.0,0.1032,531.8934868595309
267,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,10200.0,0.0838,168.44002636501364
269,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,15300.0,0.139,377.7953667976458
270,D,Q1,0,-0.0,1.0,0.051135938536247004,0.9995,2,False,0.55,15300.0,0.126,3497.770991193649
274,E,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.65,25500.0,0.151,736.3841713625492
275,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,35700.0,0.0698,597.2551430271137
276,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,25500.0,0.046,373.98654856815443
277,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,35700.0,0.0809,591.1217985108764
278,E,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.65,35700.0,0.1422,1038.8806283782278
282,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,25500.0,0.0849,420.6731048354729
283,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,25500.0,0.0952,535.7787570338152
284,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,25500.0,0.0443,374.59535555136415
285,F,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.75,20400.0,0.1741,666.3656073627283
286,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,25500.0,0.0462,373.9150542939108
288,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,25500.0,0.0758,424.2315034727686
289,G,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.85,10200.0,0.2012,369.088067856528
290,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,20400.0,0.0994,426.9855519035361
291,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,10200.0,0.0465,149.5231456482712
293,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,20400.0,0.0494,298.2198816865177
295,E,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.65,35700.0,0.1574,1025.2371295434696
296,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,20400.0,0.0744,339.82743963961616
297,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,25500.0,0.1055,530.7868789718991
298,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,15300.0,0.1061,318.2993733134984
302,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,20400.0,0.1247,510.13179548029825
304,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,20400.0,0.0642,343.0845716489415
305,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,25500.0,0.0536,371.28884757240843
308,B,Q1,0,-0.0,1.0,0.051135938536247004,0.9995,2,False,0.35,35700.0,0.0744,6113.589755587204
311,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,20400.0,0.0942,429.01472835199
312,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,20400.0,0.1126,515.6796965456512
316,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,35700.0,0.1017,745.6647477396825
317,F,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.75,10200.0,0.1729,333.5236847150563
318,D,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.55,20400.0,0.1178,513.2807571807939
319,E,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.65,10200.0,0.1627,291.5896383377635
320,B,Q1,0,-0.0,1.0,0.051135938536247004,0.9995,3,False,0.35,20400.0,0.0748,4485.743615276135
323,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,25500.0,0.0991,533.8776223304835
324,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,15300.0,0.0491,223.72887034732034
325,B,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.35,15300.0,0.0815,253.19736556782496
330,F,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.75,25500.0,0.1801,828.7219934799796
331,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,35700.0,0.056,518.6230129954596
332,F,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.75,20400.0,0.1816,662.1359678440921
334,C,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.45,25500.0,0.1,533.4408133667584
335,E,Q1,0,-0.0,1.0,0.051135938536247004,0.9995,3,False,0.65,15300.0,0.1376,4605.005052702581
336,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,25500.0,0.049,372.9169969516583
337,A,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.3,20400.0,0.0555,296.496393976155
340,E,Q1,0,-0.0,0.0,0.051135938536247004,0.20454375414498802,1,False,0.65,35700.0,0.1585,1024.2636631278476
